START,DURATION,LOW,HIGH
50.47500000000002,11.565,76.84807692307692,83.25208333333333
100.22,5.84,58.19563106796116,64.45322580645161
846.374999999996,16.455,57.08714285714285,66.60166666666666
1186.659999999989,5.950000000000001,56.02009345794392,63.76755319148936
2885.224999999978,5.31,53.04557522123893,59.9415
2903.699999999978,6.39,52.12304347826087,68.1153409090909
2915.524999999979,7.600000000000001,54.00135135135135,66.60166666666666
3186.724999999984,5.055,55.50138888888888,61.79536082474226
3573.46,5.06,55.50138888888888,62.4390625
3592.405000000001,7.780000000000001,53.51919642857143,73.09939024390243
3615.825000000001,426.65,65.86978021978021,77.8461038961039
4764.424999999922,10.205,50.7978813559322,67.34999999999999
6358.070000000018,6.859999999999999,56.54858490566038,65.86978021978021
6463.715000000017,5.26,53.04557522123893,60.54696969696969
6764.610000000024,6.3,53.51919642857143,59.9415
9230.580000000078,6.08,53.04557522123893,63.09631578947368
9320.455000000084,7.949999999999999,55.50138888888888,66.60166666666666
10716.53000000016,6.6,51.23205128205128,57.63605769230769
10980.77500000017,5.960000000000001,56.54858490566038,63.76755319148936
11004.48500000017,7.130000000000001,54.99220183486239,61.16479591836735
11878.13000000021,7.07,55.50138888888888,63.09631578947368
11894.4600000002,5.01,56.02009345794392,62.4390625
12004.9400000002,8.180000000000001,65.86978021978021,78.8703947368421
12230.18500000017,59.86999999999999,60.54696969696969,71.35892857142856
12382.15500000017,5.19,53.51919642857143,61.16479591836735
12677.40500000019,6.48,58.19563106796116,70.51941176470588
12692.28500000019,102.91,63.76755319148936,84.42464788732394
13259.08500000018,8.125,53.51919642857143,63.76755319148936
13287.23500000018,10.65,47.9532,66.60166666666666
13369.15000000019,5.279999999999999,52.58026315789473,58.76617647058823
13405.57000000019,5.87,53.51919642857143,67.34999999999999
13547.11500000018,6.25,52.12304347826087,61.16479591836735
13633.75500000018,6.39,52.12304347826087,59.34801980198019
13671.17000000019,19.55,54.49227272727273,81.00202702702703
13868.8850000002,9.775000000000002,50.7978813559322,62.4390625
13885.7600000002,14.775,49.13237704918033,65.15380434782608
13949.02000000021,6.94,61.79536082474226,76.84807692307692
14334.5550000002,5.789999999999999,55.50138888888888,64.45322580645161
14465.28500000021,5.140000000000001,54.99220183486239,61.16479591836735
15177.95000000025,6.13,61.16479591836735,72.21867469879517
15271.54000000024,7.01,56.02009345794392,63.76755319148936
15312.86500000024,5.84,57.08714285714285,65.86978021978021
15484.58500000025,9.529999999999999,72.21867469879517,78.8703947368421
15610.65000000024,5.19,54.00135135135135,61.16479591836735
15905.87000000023,6.114999999999999,49.95124999999999,67.34999999999999
16539.88000000025,5.145,74.00185185185185,86.87173913043478
16554.46000000025,8.41,67.34999999999999,90.82045454545454
16815.38500000027,6.385,53.04557522123893,61.16479591836735
16884.07500000028,5.93,54.00135135135135,64.45322580645161
17095.82000000031,5.07,53.04557522123893,67.34999999999999
17508.00500000034,5.879999999999999,56.54858490566038,65.15380434782608
17624.27500000036,6.39,52.12304347826087,59.9415
17654.30000000036,6.390000000000001,51.67370689655172,61.16479591836735
17925.99500000034,12.025,61.16479591836735,68.28161106590723
18163.03000000036,7.73,63.76755319148936,75.87531645569619
18176.34000000037,6.250000000000001,58.19563106796116,75.87531645569619
18549.05500000033,6.960000000000001,62.4390625,82.11164383561643
18654.57500000034,6.05,53.51919642857143,64.45322580645161
18766.75000000036,9.379999999999999,48.73292682926829,62.4390625
18855.64500000036,6.32,54.00135135135135,60.54696969696969
19231.86500000035,13.87,53.04557522123893,68.89827586206896
19284.19500000035,5.950000000000001,56.54858490566038,63.76755319148936
19469.17000000034,5.97,56.54858490566038,63.09631578947368
19544.94000000035,8.004999999999999,53.04557522123893,66.60166666666666
19747.31500000037,10.65,57.08714285714285,66.60166666666666
20089.13500000035,5.225000000000001,61.79536082474226,74.926875
20110.77000000035,10.635,59.9415,83.25208333333333
20122.24500000034,6.785000000000001,71.35892857142856,86.24676258992805
20182.65000000034,5.59,57.63605769230769,67.34999999999999
20217.31500000033,9.100000000000001,60.54696969696969,74.926875
20256.64500000031,6.765000000000001,63.76755319148936,74.926875
20931.04000000035,6.13,63.09631578947368,74.926875
21074.14000000035,6.1,54.99220183486239,64.45322580645161
21695.75500000036,14.62,58.19563106796116,81.00202702702703
22160.98500000037,7.64,54.49227272727273,66.60166666666666
22302.07500000034,9.48,74.00185185185185,90.82045454545454
22334.20500000033,5.065,73.09939024390243,99.90249999999999
22472.74000000033,5.864999999999999,52.58026315789473,65.86978021978021
22558.16500000033,7.695,63.09631578947368,77.8461038961039
